Shareef Abdur-Rahim,TOT,27,85,2684,19.9,.557,.032,.407,8.2,19.0,13.6,12.3,1.4,1.0,12.9,24.4,6.1,2.0,8.1,.145,1.3,-1.0,0.3,1.6
Malik Allen,MIA,25,45,616,10.5,.449,.000,.167,7.9,14.7,11.3,4.7,1.1,3.6,11.3,18.3,-0.1,0.8,0.7,.051,-4.7,0.2,-4.6,-0.4
Ray Allen*,SEA,28,56,2152,21.7,.566,.372,.266,3.8,11.8,7.8,23.3,1.8,0.4,12.1,27.8,6.5,0.4,6.9,.153,5.9,-1.8,4.0,3.3
Rafer Alston,MIA,27,82,2581,13.7,.509,.568,.175,1.2,9.1,5.1,24.9,2.4,0.6,13.5,17.3,3.1,2.8,5.9,.110,1.6,-0.4,1.2,2.1
Chris Andersen,DEN,25,71,1029,14.4,.486,.005,.527,9.6,23.3,16.3,5.1,1.7,7.8,16.1,12.7,0.5,1.9,2.4,.111,-3.7,4.2,0.5,0.7
Derek Anderson,POR,29,51,1810,15.1,.499,.423,.307,1.7,10.2,6.0,21.1,2.0,0.1,11.5,20.5,2.7,0.9,3.6,.097,1.9,-1.6,0.3,1.1
Kenny Anderson,IND,33,44,905,11.1,.473,.016,.188,2.5,8.2,5.3,24.2,1.6,0.4,15.3,17.1,0.4,1.1,1.5,.079,-2.3,-0.4,-2.6,-0.1
Shandon Anderson,NYK,30,80,1974,10.1,.500,.227,.285,3.1,9.7,6.5,10.2,1.8,0.7,15.7,17.7,0.2,1.5,1.7,.042,-1.6,-0.1,-1.7,0.1
Carmelo Anthony,DEN,19,82,2995,17.6,.509,.146,.358,6.8,12.1,9.4,13.8,1.7,1.0,12.7,28.5,3.7,2.4,6.1,.098,1.2,-1.2,0.1,1.6
Robert Archibald,TOT,23,32,256,5.6,.343,.000,.939,9.4,14.0,11.7,7.9,3.0,0.9,17.7,10.7,-0.2,0.4,0.2,.039,-5.5,2.4,-3.1,-0.1
Gilbert Arenas,WAS,22,55,2066,16.0,.512,.364,.347,2.9,11.1,6.9,25.5,2.6,0.4,17.7,27.4,1.1,1.5,2.6,.061,2.1,-1.1,1.1,1.6
Brandon Armstrong,NJN,23,56,434,5.5,.427,.297,.023,3.3,8.4,5.8,5.7,1.5,0.4,12.0,21.7,-0.8,0.5,-0.3,-0.030,-5.6,-2.7,-8.4,-0.7
Darrell Armstrong,NOH,35,79,2247,15.6,.525,.583,.196,3.1,8.5,5.7,24.3,3.2,0.5,16.2,19.4,2.8,2.5,5.3,.114,2.3,-0.3,1.9,2.2
Carlos Arroyo,UTA,24,71,2008,16.8,.517,.152,.293,2.5,9.0,5.7,34.6,1.7,0.2,15.2,23.7,3.5,1.2,4.7,.112,2.2,-2.5,-0.3,0.9
Chucky Atkins,TOT,29,64,1544,12.1,.511,.498,.200,0.7,6.2,3.5,24.7,1.5,0.1,14.9,18.5,1.5,1.3,2.7,.085,0.2,-2.7,-2.5,-0.2
Stacey Augmon,NOH,35,69,1416,10.0,.486,.020,.401,4.1,10.1,7.0,10.0,2.1,0.8,15.7,15.6,0.4,1.3,1.6,.056,-3.5,0.2,-3.3,-0.5
Vin Baker,TOT,32,54,1313,14.8,.530,.007,.363,10.0,14.4,12.2,9.0,1.1,1.9,13.3,20.1,1.7,1.1,2.8,.101,-1.0,-0.4,-1.5,0.2
Marcus Banks,BOS,22,81,1385,11.0,.480,.195,.296,2.5,8.4,5.5,21.3,3.3,0.7,20.0,20.5,-0.6,1.4,0.7,.026,-2.8,-0.5,-3.3,-0.5
Leandro Barbosa,PHO,21,70,1500,12.7,.553,.447,.130,1.7,7.6,4.7,18.0,3.2,0.3,19.5,18.6,0.9,1.0,1.9,.061,0.4,-1.0,-0.6,0.5
Matt Barnes,LAC,23,38,724,10.6,.519,.094,.442,8.3,15.5,11.9,10.6,2.0,0.3,21.1,12.8,0.4,0.3,0.7,.045,-1.4,-0.2,-1.6,0.1
Dana Barros,BOS,36,1,11,17.8,.773,.000,.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.1,0.0,0.1,.256,1.8,-6.0,-4.2,0.0
Brent Barry,SEA,32,59,1803,18.3,.668,.590,.258,1.4,11.9,6.7,30.5,2.5,0.7,22.6,15.8,4.9,0.7,5.7,.151,3.9,-1.0,2.9,2.3
Jon Barry,DEN,34,57,1101,14.6,.535,.465,.239,2.5,10.2,6.3,20.6,2.7,0.5,13.9,15.2,1.7,1.1,2.8,.122,1.2,-0.5,0.7,0.7
Mengke Bateer,TOR,28,7,40,7.2,.571,.000,.000,14.3,8.7,11.5,4.4,1.4,0.0,22.2,10.9,0.0,0.0,0.1,.090,-2.7,-0.5,-3.2,0.0
Tony Battie,TOT,27,73,1478,11.9,.482,.023,.232,9.0,18.1,13.6,6.4,0.9,3.3,13.0,14.8,0.8,1.4,2.3,.074,-2.9,0.5,-2.4,-0.1
Shane Battier,MEM,25,79,1947,15.3,.544,.343,.302,5.9,11.8,8.8,8.4,2.7,2.2,8.3,15.5,3.5,2.3,5.9,.145,1.7,1.6,3.3,2.6
Lonny Baxter,TOT,25,62,766,12.6,.518,.014,.364,9.4,18.5,13.9,4.8,1.2,2.8,13.6,17.2,0.5,1.0,1.5,.094,-3.8,-0.1,-3.9,-0.4
Jerome Beasley,MIA,23,2,5,5.9,.333,.000,.000,0.0,23.6,11.7,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,-0.117,-13.2,-9.3,-22.4,0.0
Raja Bell,UTA,27,82,2020,12.7,.500,.206,.308,3.6,11.3,7.4,10.2,1.7,0.5,10.8,23.6,2.2,1.5,3.7,.088,-0.3,-2.2,-2.5,-0.3
Troy Bell,MEM,23,6,34,-4.5,.285,.222,.167,9.9,3.4,6.6,18.7,1.5,0.0,23.7,33.5,-0.2,0.0,-0.2,-0.326,-10.4,-3.9,-14.4,-0.1
Jonathan Bender,IND,23,21,271,15.7,.584,.208,.443,3.9,13.7,8.7,6.5,1.0,3.1,20.7,27.8,0.1,0.4,0.5,.087,-2.9,-1.0,-3.8,-0.1
Travis Best,DAL,31,61,762,10.1,.445,.116,.267,2.4,7.5,4.9,19.5,2.1,0.4,14.7,12.9,0.5,0.2,0.7,.044,-1.8,-1.6,-3.4,-0.3
