Jeff Adrien,HOU,25,8,63,11.2,.493,.000,.750,9.1,31.6,20.3,2.4,0.0,2.4,8.6,16.8,0.1,0.1,0.1,.106,-5.4,-2.3,-7.7,-0.1
Arron Afflalo,DEN,26,62,2086,14.7,.584,.316,.353,2.3,8.5,5.5,11.1,0.9,0.5,9.5,19.1,4.7,0.6,5.3,.121,2.5,-1.6,0.8,1.5
Blake Ahearn,UTA,27,4,30,-7.3,.357,.643,.000,0.0,7.7,3.8,5.2,0.0,0.0,26.3,28.4,-0.2,0.0,-0.2,-0.315,-10.3,-6.0,-16.3,-0.1
Solomon Alabi,TOR,23,14,122,14.2,.418,.000,.222,14.6,30.4,22.6,4.1,0.9,6.0,11.2,17.2,0.0,0.2,0.2,.083,-5.6,1.5,-4.1,-0.1
Cole Aldrich,OKC,23,26,173,17.7,.592,.000,.333,9.2,21.6,15.8,2.7,2.4,6.7,15.7,14.9,0.3,0.4,0.6,.176,-2.4,2.7,0.3,0.1
LaMarcus Aldridge,POR,26,55,1994,22.7,.560,.012,.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27.0,5.4,1.6,7.0,.169,2.7,-0.2,2.4,2.2
Lavoy Allen,PHI,22,41,624,12.7,.488,.000,.084,8.3,22.2,15.2,8.4,1.1,2.2,10.4,14.5,0.4,1.2,1.6,.124,-3.1,1.8,-1.3,0.1
Ray Allen*,BOS,36,46,1565,14.8,.607,.475,.215,1.1,9.2,5.3,11.8,1.7,0.4,11.2,18.6,2.5,2.2,4.7,.145,2.4,0.3,2.6,1.8
Tony Allen,MEM,30,58,1525,15.7,.541,.058,.391,7.4,10.6,8.9,8.3,3.6,1.8,15.2,18.4,1.7,2.5,4.2,.131,0.0,2.5,2.5,1.7
Morris Almond,WAS,26,4,67,8.7,.382,.176,.176,1.7,11.9,6.7,4.4,5.4,0.0,5.2,12.9,-0.1,0.1,0.0,.032,-3.8,1.8,-2.0,0.0
Al-Farouq Aminu,NOH,21,66,1477,10.6,.481,.129,.312,7.8,16.9,12.4,7.2,2.2,1.9,18.0,16.2,-0.4,1.8,1.4,.044,-3.0,1.6,-1.3,0.2
Lou Amundson,IND,29,60,753,11.5,.438,.000,.396,14.1,19.0,16.6,3.0,1.9,4.6,15.6,17.3,-0.3,1.3,1.0,.062,-3.9,1.2,-2.7,-0.1
