Boston Celtics,Miami Heat,-385,+307
Charlotte Hornets,Brooklyn Nets,-156,+136
New York Knicks,Los Angeles Clippers,+1378,-3333
Orlando Magic,Atlanta Hawks,+354,-455
Toronto Raptors,Chicago Bulls,+133,-154
Washington Wizards,Indiana Pacers,-156,+136
Portland Trail Blazers,Golden State Warriors,+249,-303
Sacramento Kings,Philadelphia 76ers,-435,+342
Dallas Mavericks,San Antonio Spurs,+140,-161
Milwaukee Bucks,Miami Heat,+112,-132
Oklahoma City Thunder,Los Angeles Lakers,-556,+432
Detroit Pistons,Toronto Raptors,+150,-172
Golden State Warriors,Washington Wizards,-769,+552
Utah Jazz,Minnesota Timberwolves,-526,+408
Chicago Bulls,Charlotte Hornets,-303,+254
Brooklyn Nets,Boston Celtics,-217,+184
New York Knicks,Memphis Grizzlies,+1061,-1667
Indiana Pacers,Houston Rockets,+102,-119
Los Angeles Lakers,Philadelphia 76ers,-196,+168
Phoenix Suns,Dallas Mavericks,+164,-192
Minnesota Timberwolves,Charlotte Hornets,+175,-208
Boston Celtics,Detroit Pistons,-227,+192
Orlando Magic,Denver Nuggets,-103,-112
Sacramento Kings,Washington Wizards,+145,-167
Toronto Raptors,New York Knicks,-1111,+751
Los Angeles Clippers,New Orleans Pelicans,-526,+405
Atlanta Hawks,San Antonio Spurs,-127,+108
Milwaukee Bucks,Cleveland Cavaliers,+291,-357
Oklahoma City Thunder,Miami Heat,-169,+149
Golden State Warriors,Utah Jazz,-476,+366
Houston Rockets,Phoenix Suns,-345,+280
Memphis Grizzlies,Portland Trail Blazers,-154,+133
Detroit Pistons,Chicago Bulls,+134,-154
Indiana Pacers,Brooklyn Nets,-400,+318
Golden State Warriors,New Orleans Pelicans,-1667,+1017
Los Angeles Clippers,Washington Wizards,-303,+250
Sacramento Kings,Charlotte Hornets,+175,-204
Dallas Mavericks,Memphis Grizzlies,-145,+125
San Antonio Spurs,Boston Celtics,-455,+355
Chicago Bulls,Toronto Raptors,-119,+102
Oklahoma City Thunder,Atlanta Hawks,-116,+100
Brooklyn Nets,Milwaukee Bucks,-133,+114
Cleveland Cavaliers,Indiana Pacers,-625,+483
Miami Heat,Denver Nuggets,-357,+288
Orlando Magic,Portland Trail Blazers,+304,-385
Philadelphia 76ers,New York Knicks,-238,+202
Los Angeles Lakers,Utah Jazz,+162,-189
Phoenix Suns,New Orleans Pelicans,-147,+127
Houston Rockets,Denver Nuggets,-312,+254
New York Knicks,Minnesota Timberwolves,-128,+110
Golden State Warriors,Atlanta Hawks,-294,+246
Utah Jazz,Washington Wizards,-152,+131
Sacramento Kings,Los Angeles Clippers,+357,-455
Chicago Bulls,Indiana Pacers,-115,-101
Dallas Mavericks,Orlando Magic,-1250,+780
Milwaukee Bucks,San Antonio Spurs,+206,-244
Oklahoma City Thunder,Boston Celtics,-286,+239
Miami Heat,Portland Trail Blazers,+120,-139
Toronto Raptors,Minnesota Timberwolves,-714,+528
Cleveland Cavaliers,Brooklyn Nets,-833,+618
Philadelphia 76ers,Detroit Pistons,-110,-106
Los Angeles Clippers,Charlotte Hornets,-588,+455
Houston Rockets,Orlando Magic,-714,+520
New Orleans Pelicans,Milwaukee Bucks,-303,+254
Detroit Pistons,Memphis Grizzlies,+166,-192
New York Knicks,San Antonio Spurs,+1317,-2500
Golden State Warriors,Los Angeles Lakers,-5000,+2029
Sacramento Kings,Atlanta Hawks,+162,-189
Utah Jazz,Charlotte Hornets,-179,+154
Dallas Mavericks,Oklahoma City Thunder,-244,+204
Memphis Grizzlies,Denver Nuggets,-1000,+690
Miami Heat,Cleveland Cavaliers,+199,-233
Minnesota Timberwolves,Brooklyn Nets,+166,-196
Boston Celtics,Philadelphia 76ers,-417,+336
