Los Angeles Lakers,Boston Celtics,-294,+240
Los Angeles Lakers,Boston Celtics,-263,+215
Boston Celtics,Los Angeles Lakers,-130,+108
Boston Celtics,Los Angeles Lakers,-182,+154
Boston Celtics,Los Angeles Lakers,-145,+123
Los Angeles Lakers,Boston Celtics,-263,+216
Los Angeles Lakers,Boston Celtics,-244,+202
Phoenix Suns,Los Angeles Lakers,-127,+104
Boston Celtics,Orlando Magic,-159,+135
Los Angeles Lakers,Phoenix Suns,-417,+322
Orlando Magic,Boston Celtics,-182,+154
Phoenix Suns,Los Angeles Lakers,+108,-130
Boston Celtics,Orlando Magic,-357,+285
Phoenix Suns,Los Angeles Lakers,-120,-101
Boston Celtics,Orlando Magic,-164,+140
Los Angeles Lakers,Phoenix Suns,-357,+284
Orlando Magic,Boston Celtics,-323,+261
Los Angeles Lakers,Phoenix Suns,-323,+254
Orlando Magic,Boston Celtics,-323,+260
Boston Celtics,Cleveland Cavaliers,-127,+104
Cleveland Cavaliers,Boston Celtics,-370,+295
Utah Jazz,Los Angeles Lakers,-167,+141
Atlanta Hawks,Orlando Magic,+246,-303
San Antonio Spurs,Phoenix Suns,-189,+159
Boston Celtics,Cleveland Cavaliers,+104,-125
Utah Jazz,Los Angeles Lakers,-200,+165
Atlanta Hawks,Orlando Magic,+123,-147
San Antonio Spurs,Phoenix Suns,-357,+284
Boston Celtics,Cleveland Cavaliers,-119,-102
Orlando Magic,Atlanta Hawks,-714,+498
Phoenix Suns,San Antonio Spurs,-159,+133
Los Angeles Lakers,Utah Jazz,-294,+235
Orlando Magic,Atlanta Hawks,-625,+455
Phoenix Suns,San Antonio Spurs,-200,+165
Cleveland Cavaliers,Boston Celtics,-323,+254
Los Angeles Lakers,Utah Jazz,-400,+313
Atlanta Hawks,Milwaukee Bucks,-714,+480
Cleveland Cavaliers,Boston Celtics,-385,+303
Utah Jazz,Denver Nuggets,-286,+234
Oklahoma City Thunder,Los Angeles Lakers,-109,-111
Milwaukee Bucks,Atlanta Hawks,+104,-125
Portland Trail Blazers,Phoenix Suns,-123,+100
San Antonio Spurs,Dallas Mavericks,-196,+164
Denver Nuggets,Utah Jazz,-370,+295
Atlanta Hawks,Milwaukee Bucks,-714,+465
Los Angeles Lakers,Oklahoma City Thunder,-333,+270
Dallas Mavericks,San Antonio Spurs,-244,+195
Cleveland Cavaliers,Chicago Bulls,-2500,+1225
Boston Celtics,Miami Heat,-385,+305
Phoenix Suns,Portland Trail Blazers,-370,+294
Milwaukee Bucks,Atlanta Hawks,+112,-135
Charlotte Hornets,Orlando Magic,+165,-200
Utah Jazz,Denver Nuggets,-145,+121
San Antonio Spurs,Dallas Mavericks,-167,+138
Chicago Bulls,Cleveland Cavaliers,+220,-278
Miami Heat,Boston Celtics,-127,+102
Oklahoma City Thunder,Los Angeles Lakers,-118,-103
Milwaukee Bucks,Atlanta Hawks,-120,-102
Portland Trail Blazers,Phoenix Suns,+108,-130
Charlotte Hornets,Orlando Magic,+116,-139
Utah Jazz,Denver Nuggets,-145,+122
San Antonio Spurs,Dallas Mavericks,-172,+146
Miami Heat,Boston Celtics,-185,+156
Portland Trail Blazers,Phoenix Suns,-120,+100
Oklahoma City Thunder,Los Angeles Lakers,-172,+146
Chicago Bulls,Cleveland Cavaliers,+166,-196
Dallas Mavericks,San Antonio Spurs,-169,+142
Orlando Magic,Charlotte Hornets,-667,+470
Los Angeles Lakers,Oklahoma City Thunder,-286,+227
Phoenix Suns,Portland Trail Blazers,-500,+397
Boston Celtics,Miami Heat,-120,+100
Atlanta Hawks,Milwaukee Bucks,-385,+307
Denver Nuggets,Utah Jazz,-286,+231
Cleveland Cavaliers,Chicago Bulls,-909,+635
Phoenix Suns,Portland Trail Blazers,-476,+357
Dallas Mavericks,San Antonio Spurs,-200,+169
Orlando Magic,Charlotte Hornets,-714,+488
Los Angeles Lakers,Oklahoma City Thunder,-417,+330
Denver Nuggets,Utah Jazz,-250,+206
Boston Celtics,Miami Heat,-213,+173
Atlanta Hawks,Milwaukee Bucks,-476,+362
Cleveland Cavaliers,Chicago Bulls,-1111,+743
Los Angeles Clippers,Los Angeles Lakers,+250,-323
Portland Trail Blazers,Golden State Warriors,-714,+463
Utah Jazz,Phoenix Suns,-222,+181
Atlanta Hawks,Cleveland Cavaliers,-139,+116
Boston Celtics,Milwaukee Bucks,+172,-217
Charlotte Hornets,Chicago Bulls,+106,-132
Dallas Mavericks,San Antonio Spurs,-222,+181
Houston Rockets,New Orleans Pelicans,-312,+254
Miami Heat,Brooklyn Nets,-196,+164
Minnesota Timberwolves,Detroit Pistons,-127,+104
