San Antonio Spurs,Miami Heat,-227,+188
Miami Heat,San Antonio Spurs,-238,+198
Miami Heat,San Antonio Spurs,-200,+168
San Antonio Spurs,Miami Heat,-179,+154
San Antonio Spurs,Miami Heat,-233,+192
Oklahoma City Thunder,San Antonio Spurs,-161,+139
Miami Heat,Indiana Pacers,-417,+340
San Antonio Spurs,Oklahoma City Thunder,-222,+185
Indiana Pacers,Miami Heat,-110,-106
Oklahoma City Thunder,San Antonio Spurs,-133,+116
Miami Heat,Indiana Pacers,-278,+229
Oklahoma City Thunder,San Antonio Spurs,-141,+121
Miami Heat,Indiana Pacers,-294,+241
San Antonio Spurs,Oklahoma City Thunder,-227,+190
Indiana Pacers,Miami Heat,+123,-143
San Antonio Spurs,Oklahoma City Thunder,-263,+221
Indiana Pacers,Miami Heat,+112,-130
Los Angeles Clippers,Oklahoma City Thunder,-192,+165
Washington Wizards,Indiana Pacers,-182,+156
San Antonio Spurs,Portland Trail Blazers,-400,+322
Miami Heat,Brooklyn Nets,-333,+277
Oklahoma City Thunder,Los Angeles Clippers,-238,+198
Indiana Pacers,Washington Wizards,-238,+197
Portland Trail Blazers,San Antonio Spurs,+158,-182
Brooklyn Nets,Miami Heat,+112,-130
Washington Wizards,Indiana Pacers,-159,+138
Los Angeles Clippers,Oklahoma City Thunder,-213,+177
Portland Trail Blazers,San Antonio Spurs,-109,-109
Brooklyn Nets,Miami Heat,-101,-118
Los Angeles Clippers,Oklahoma City Thunder,-182,+159
Washington Wizards,Indiana Pacers,-208,+175
San Antonio Spurs,Portland Trail Blazers,-294,+245
Miami Heat,Brooklyn Nets,-345,+277
Oklahoma City Thunder,Los Angeles Clippers,-217,+184
Indiana Pacers,Washington Wizards,-192,+166
San Antonio Spurs,Portland Trail Blazers,-294,+244
Miami Heat,Brooklyn Nets,-370,+305
Oklahoma City Thunder,Los Angeles Clippers,-233,+194
Indiana Pacers,Washington Wizards,-179,+154
San Antonio Spurs,Dallas Mavericks,-323,+265
Toronto Raptors,Brooklyn Nets,-145,+125
Los Angeles Clippers,Golden State Warriors,-323,+269
Oklahoma City Thunder,Memphis Grizzlies,-556,+430
Indiana Pacers,Atlanta Hawks,-270,+225
Portland Trail Blazers,Houston Rockets,-179,+156
Dallas Mavericks,San Antonio Spurs,+127,-133
Brooklyn Nets,Toronto Raptors,-208,+175
Golden State Warriors,Los Angeles Clippers,-106,-111
Memphis Grizzlies,Oklahoma City Thunder,+122,-143
Atlanta Hawks,Indiana Pacers,-128,+108
Houston Rockets,Portland Trail Blazers,-213,+179
Toronto Raptors,Brooklyn Nets,-152,+131
San Antonio Spurs,Dallas Mavericks,-294,+243
Los Angeles Clippers,Golden State Warriors,-323,+262
Oklahoma City Thunder,Memphis Grizzlies,-345,+282
Chicago Bulls,Washington Wizards,-175,+150
Dallas Mavericks,San Antonio Spurs,+173,-204
Indiana Pacers,Atlanta Hawks,-333,+273
Charlotte Hornets,Miami Heat,+304,-385
Portland Trail Blazers,Houston Rockets,-172,+150
Brooklyn Nets,Toronto Raptors,-172,+150
Golden State Warriors,Los Angeles Clippers,+110,-128
Washington Wizards,Chicago Bulls,-130,+110
Memphis Grizzlies,Oklahoma City Thunder,+140,-159
Charlotte Hornets,Miami Heat,+170,-200
Dallas Mavericks,San Antonio Spurs,+149,-169
Atlanta Hawks,Indiana Pacers,+123,-143
Portland Trail Blazers,Houston Rockets,-133,+116
Washington Wizards,Chicago Bulls,-139,+120
Brooklyn Nets,Toronto Raptors,-213,+179
Golden State Warriors,Los Angeles Clippers,+127,-147
Memphis Grizzlies,Oklahoma City Thunder,+125,-145
Atlanta Hawks,Indiana Pacers,+114,-132
Houston Rockets,Portland Trail Blazers,-294,+246
San Antonio Spurs,Dallas Mavericks,-370,+304
Miami Heat,Charlotte Hornets,-625,+476
Chicago Bulls,Washington Wizards,-222,+185
Toronto Raptors,Brooklyn Nets,-208,+175
Indiana Pacers,Atlanta Hawks,-357,+286
Los Angeles Clippers,Golden State Warriors,-400,+329
Oklahoma City Thunder,Memphis Grizzlies,-323,+271
Houston Rockets,Portland Trail Blazers,-233,+195
Chicago Bulls,Washington Wizards,-192,+166
Miami Heat,Charlotte Hornets,-667,+504
San Antonio Spurs,Dallas Mavericks,-556,+421
Oklahoma City Thunder,Memphis Grizzlies,-385,+313
Indiana Pacers,Atlanta Hawks,-385,+313
Los Angeles Clippers,Golden State Warriors,-345,+281
Toronto Raptors,Brooklyn Nets,-169,+146
Denver Nuggets,Golden State Warriors,-370,+297
Portland Trail Blazers,Los Angeles Clippers,-154,+133
Sacramento Kings,Phoenix Suns,+123,-143
Boston Celtics,Washington Wizards,+296,-370
Cleveland Cavaliers,Brooklyn Nets,-385,+305
Memphis Grizzlies,Dallas Mavericks,-154,+134
Miami Heat,Philadelphia 76ers,-233,+195
Milwaukee Bucks,Atlanta Hawks,-156,+135
New York Knicks,Toronto Raptors,+197,-233
Oklahoma City Thunder,Detroit Pistons,-2000,+1137
San Antonio Spurs,Los Angeles Lakers,-435,+351
Minnesota Timberwolves,Utah Jazz,-833,+590
New Orleans Pelicans,Houston Rockets,-149,+127
Charlotte Hornets,Chicago Bulls,-122,+104
Orlando Magic,Indiana Pacers,-156,+136
Los Angeles Clippers,Denver Nuggets,-588,+438
Brooklyn Nets,New York Knicks,-278,+229
Golden State Warriors,Minnesota Timberwolves,-345,+288
Phoenix Suns,Memphis Grizzlies,-167,+145
Utah Jazz,Los Angeles Lakers,-256,+219
Chicago Bulls,Orlando Magic,-714,+529
Houston Rockets,San Antonio Spurs,-213,+179
New Orleans Pelicans,Oklahoma City Thunder,+323,-400
Atlanta Hawks,Charlotte Hornets,+169,-200
Philadelphia 76ers,Boston Celtics,+125,-145
Toronto Raptors,Milwaukee Bucks,-625,+471
Washington Wizards,Miami Heat,-213,+181
Los Angeles Lakers,Memphis Grizzlies,+657,-909
Portland Trail Blazers,Golden State Warriors,-182,+158
Sacramento Kings,Minnesota Timberwolves,+112,-130
New York Knicks,Chicago Bulls,+136,-156
Brooklyn Nets,Orlando Magic,-769,+577
Detroit Pistons,Toronto Raptors,+238,-286
Indiana Pacers,Oklahoma City Thunder,-106,-110
Denver Nuggets,Utah Jazz,-526,+412
Dallas Mavericks,Phoenix Suns,-196,+167
Houston Rockets,New Orleans Pelicans,-2500,+1400
Atlanta Hawks,Miami Heat,+202,-238
Cleveland Cavaliers,Boston Celtics,-476,+371
Charlotte Hornets,Philadelphia 76ers,-1000,+665
Washington Wizards,Milwaukee Bucks,-714,+537
Los Angeles Clippers,Sacramento Kings,-714,+513
