Miami Heat,San Antonio Spurs,-238,+200
Miami Heat,San Antonio Spurs,-303,+250
San Antonio Spurs,Miami Heat,-104,-115
San Antonio Spurs,Miami Heat,-104,-116
San Antonio Spurs,Miami Heat,-132,+110
Miami Heat,San Antonio Spurs,-303,+252
Miami Heat,San Antonio Spurs,-244,+196
Miami Heat,Indiana Pacers,-357,+292
Indiana Pacers,Miami Heat,+127,-147
Miami Heat,Indiana Pacers,-400,+321
Indiana Pacers,Miami Heat,+127,-147
Memphis Grizzlies,San Antonio Spurs,-143,+123
Indiana Pacers,Miami Heat,+106,-125
Memphis Grizzlies,San Antonio Spurs,-208,+175
Miami Heat,Indiana Pacers,-370,+300
Miami Heat,Indiana Pacers,-455,+353
San Antonio Spurs,Memphis Grizzlies,-233,+193
San Antonio Spurs,Memphis Grizzlies,-204,+173
Indiana Pacers,New York Knicks,-217,+186
Golden State Warriors,San Antonio Spurs,+118,-137
New York Knicks,Indiana Pacers,-204,+172
Oklahoma City Thunder,Memphis Grizzlies,-204,+173
Miami Heat,Chicago Bulls,-2000,+1104
San Antonio Spurs,Golden State Warriors,-323,+263
Indiana Pacers,New York Knicks,-213,+179
Memphis Grizzlies,Oklahoma City Thunder,-192,+165
Chicago Bulls,Miami Heat,+317,-385
Golden State Warriors,San Antonio Spurs,+108,-127
Indiana Pacers,New York Knicks,-196,+167
Memphis Grizzlies,Oklahoma City Thunder,-213,+181
Golden State Warriors,San Antonio Spurs,-135,+117
Chicago Bulls,Miami Heat,+312,-385
San Antonio Spurs,Golden State Warriors,-345,+278
Miami Heat,Chicago Bulls,-1250,+797
Oklahoma City Thunder,Memphis Grizzlies,-145,+125
New York Knicks,Indiana Pacers,-250,+210
San Antonio Spurs,Golden State Warriors,-556,+430
Miami Heat,Chicago Bulls,-1250,+835
New York Knicks,Indiana Pacers,-222,+190
Oklahoma City Thunder,Memphis Grizzlies,-167,+145
Brooklyn Nets,Chicago Bulls,-323,+269
Houston Rockets,Oklahoma City Thunder,-111,-106
Memphis Grizzlies,Los Angeles Clippers,-278,+233
Atlanta Hawks,Indiana Pacers,-114,-103
Boston Celtics,New York Knicks,+118,-137
Golden State Warriors,Denver Nuggets,-139,+120
Chicago Bulls,Brooklyn Nets,-111,-108
Oklahoma City Thunder,Houston Rockets,-526,+401
Indiana Pacers,Atlanta Hawks,-333,+271
New York Knicks,Boston Celtics,-556,+429
Los Angeles Clippers,Memphis Grizzlies,-250,+210
Denver Nuggets,Golden State Warriors,-370,+303
Houston Rockets,Oklahoma City Thunder,+100,-118
Atlanta Hawks,Indiana Pacers,-120,+102
Brooklyn Nets,Chicago Bulls,-286,+236
Golden State Warriors,Denver Nuggets,+108,-128
Los Angeles Lakers,San Antonio Spurs,+563,-833
Milwaukee Bucks,Miami Heat,+383,-500
Boston Celtics,New York Knicks,+102,-120
Houston Rockets,Oklahoma City Thunder,-111,-106
Atlanta Hawks,Indiana Pacers,-127,+108
Memphis Grizzlies,Los Angeles Clippers,-159,+138
Chicago Bulls,Brooklyn Nets,-145,+125
Golden State Warriors,Denver Nuggets,+104,-122
Los Angeles Lakers,San Antonio Spurs,+227,-270
Boston Celtics,New York Knicks,-145,+124
Memphis Grizzlies,Los Angeles Clippers,-200,+170
Chicago Bulls,Brooklyn Nets,-167,+145
Milwaukee Bucks,Miami Heat,+283,-345
San Antonio Spurs,Los Angeles Lakers,-526,+411
Indiana Pacers,Atlanta Hawks,-345,+286
Oklahoma City Thunder,Houston Rockets,-1000,+711
Denver Nuggets,Golden State Warriors,-435,+348
New York Knicks,Boston Celtics,-303,+249
Miami Heat,Milwaukee Bucks,-3333,+1418
Los Angeles Clippers,Memphis Grizzlies,-256,+214
Brooklyn Nets,Chicago Bulls,-227,+189
Oklahoma City Thunder,Houston Rockets,-769,+531
Miami Heat,Milwaukee Bucks,-2000,+1163
San Antonio Spurs,Los Angeles Lakers,-526,+417
Indiana Pacers,Atlanta Hawks,-333,+269
Los Angeles Clippers,Memphis Grizzlies,-244,+204
Brooklyn Nets,Chicago Bulls,-196,+168
Denver Nuggets,Golden State Warriors,-385,+308
New York Knicks,Boston Celtics,-357,+293
Los Angeles Lakers,Houston Rockets,+100,-119
Portland Trail Blazers,Golden State Warriors,+341,-435
Sacramento Kings,Los Angeles Clippers,+237,-294
Brooklyn Nets,Detroit Pistons,-217,+181
Charlotte Hornets,Cleveland Cavaliers,-139,+119
Chicago Bulls,Washington Wizards,-435,+348
Dallas Mavericks,New Orleans Pelicans,-385,+309
Denver Nuggets,Phoenix Suns,-1250,+769
Indiana Pacers,Philadelphia 76ers,-145,+125
Memphis Grizzlies,Utah Jazz,-179,+152
Miami Heat,Orlando Magic,-312,+257
New York Knicks,Atlanta Hawks,-204,+173
Oklahoma City Thunder,Milwaukee Bucks,-159,+136
San Antonio Spurs,Minnesota Timberwolves,-500,+384
Toronto Raptors,Boston Celtics,-233,+194
Los Angeles Clippers,Portland Trail Blazers,-2500,+1319
Atlanta Hawks,Toronto Raptors,-222,+187
Boston Celtics,Indiana Pacers,-,-
Golden State Warriors,San Antonio Spurs,-263,+221
Phoenix Suns,Houston Rockets,+271,-323
Dallas Mavericks,Memphis Grizzlies,+144,-167
Milwaukee Bucks,Denver Nuggets,+197,-233
Minnesota Timberwolves,Utah Jazz,+162,-189
Oklahoma City Thunder,Sacramento Kings,-2500,+1256
Brooklyn Nets,Washington Wizards,-179,+154
Detroit Pistons,Philadelphia 76ers,-164,+142
Charlotte Hornets,New York Knicks,-116,-101
Cleveland Cavaliers,Miami Heat,-119,+102
Orlando Magic,Chicago Bulls,+185,-217
Los Angeles Lakers,San Antonio Spurs,+136,-159
Houston Rockets,Sacramento Kings,-769,+534
New Orleans Pelicans,Dallas Mavericks,+135,-156
Denver Nuggets,Portland Trail Blazers,-2000,+1134
New York Knicks,Indiana Pacers,-152,+129
Philadelphia 76ers,Cleveland Cavaliers,-233,+195
Toronto Raptors,Brooklyn Nets,+146,-169
Miami Heat,Chicago Bulls,-556,+434
Memphis Grizzlies,Los Angeles Clippers,-139,+121
Minnesota Timberwolves,Phoenix Suns,-192,+169
Charlotte Hornets,Milwaukee Bucks,+160,-182
Orlando Magic,Boston Celtics,+169,-192
Los Angeles Lakers,Golden State Warriors,-333,+278
Portland Trail Blazers,Oklahoma City Thunder,+423,-556
Utah Jazz,Minnesota Timberwolves,-500,+401
Dallas Mavericks,Denver Nuggets,+138,-159
San Antonio Spurs,Sacramento Kings,-909,+614
Houston Rockets,Memphis Grizzlies,-135,+117
New Orleans Pelicans,Los Angeles Clippers,+370,-455
Atlanta Hawks,Milwaukee Bucks,-312,+261
Cleveland Cavaliers,New York Knicks,+160,-185
Detroit Pistons,Charlotte Hornets,-312,+259
Miami Heat,Boston Celtics,-909,+640
Indiana Pacers,Brooklyn Nets,-238,+200
Toronto Raptors,Chicago Bulls,-139,+119
Washington Wizards,Philadelphia 76ers,-227,+191
Golden State Warriors,Oklahoma City Thunder,+152,-175
Chicago Bulls,New York Knicks,+148,-169
Denver Nuggets,San Antonio Spurs,-156,+136
Los Angeles Clippers,Minnesota Timberwolves,-1111,+727
Portland Trail Blazers,Los Angeles Lakers,+239,-286
Sacramento Kings,New Orleans Pelicans,-238,+200
Dallas Mavericks,Phoenix Suns,-1250,+783
Boston Celtics,Brooklyn Nets,-154,+131
Cleveland Cavaliers,Detroit Pistons,-141,+121
Orlando Magic,Milwaukee Bucks,+175,-204
Philadelphia 76ers,Atlanta Hawks,+137,-159
Washington Wizards,Miami Heat,-161,+140
Golden State Warriors,Minnesota Timberwolves,-294,+241
Los Angeles Lakers,New Orleans Pelicans,-455,+363
Utah Jazz,Oklahoma City Thunder,+139,-159
Chicago Bulls,Toronto Raptors,-161,+141
Houston Rockets,Phoenix Suns,-2000,+1100
Memphis Grizzlies,Charlotte Hornets,-1667,+994
Brooklyn Nets,Philadelphia 76ers,-357,+295
Miami Heat,Milwaukee Bucks,-278,+229
New York Knicks,Washington Wizards,-476,+374
Indiana Pacers,Cleveland Cavaliers,-1667,+1028
Phoenix Suns,New Orleans Pelicans,+116,-135
Portland Trail Blazers,Dallas Mavericks,+149,-172
Golden State Warriors,Utah Jazz,-213,+179
