Golden State Warriors,Cleveland Cavaliers,-385,+320
Cleveland Cavaliers,Golden State Warriors,+168,-192
Cleveland Cavaliers,Golden State Warriors,+137,-156
Golden State Warriors,Cleveland Cavaliers,-400,+333
Golden State Warriors,Cleveland Cavaliers,-323,+270
Boston Celtics,Cleveland Cavaliers,+413,-526
Cleveland Cavaliers,Boston Celtics,-2500,+1280
San Antonio Spurs,Golden State Warriors,+544,-714
Cleveland Cavaliers,Boston Celtics,-3333,+1537
San Antonio Spurs,Golden State Warriors,+371,-455
Boston Celtics,Cleveland Cavaliers,+181,-213
Boston Celtics,Cleveland Cavaliers,+159,-182
Golden State Warriors,San Antonio Spurs,-1429,+903
Boston Celtics,Washington Wizards,-213,+183
Golden State Warriors,San Antonio Spurs,-625,+484
Washington Wizards,Boston Celtics,-213,+179
Houston Rockets,San Antonio Spurs,-500,+396
Boston Celtics,Washington Wizards,-167,+146
San Antonio Spurs,Houston Rockets,-222,+189
Utah Jazz,Golden State Warriors,+354,-435
Houston Rockets,San Antonio Spurs,-208,+179
Washington Wizards,Boston Celtics,-200,+171
Toronto Raptors,Cleveland Cavaliers,+250,-303
Utah Jazz,Golden State Warriors,+231,-278
Houston Rockets,San Antonio Spurs,-222,+191
Toronto Raptors,Cleveland Cavaliers,+127,-145
Golden State Warriors,Utah Jazz,-1429,+958
Washington Wizards,Boston Celtics,-227,+193
San Antonio Spurs,Houston Rockets,-244,+209
Cleveland Cavaliers,Toronto Raptors,-345,+284
Golden State Warriors,Utah Jazz,-1429,+955
Boston Celtics,Washington Wizards,-208,+179
San Antonio Spurs,Houston Rockets,-270,+229
Cleveland Cavaliers,Toronto Raptors,-312,+260
Los Angeles Clippers,Utah Jazz,-164,+144
Boston Celtics,Washington Wizards,-185,+162
Utah Jazz,Los Angeles Clippers,-233,+198
Chicago Bulls,Boston Celtics,+131,-152
Atlanta Hawks,Washington Wizards,-147,+127
Memphis Grizzlies,San Antonio Spurs,+188,-222
Milwaukee Bucks,Toronto Raptors,-115,+100
Boston Celtics,Chicago Bulls,-370,+305
