Alaa Abdelnaby TOT 24 75 1311 13.2 .551 .002 .245 11.0 18.1 14.6 3.0 1.0 1.2 15.6 20.5  0.7 1.3 2.0 .074  -2.3 -1.9 -4.2 -0.7 
Mahmoud Abdul-Rauf DEN 23 81 2710 15.6 .515 .140 .165 2.0 6.8 4.4 20.8 1.5 0.2 11.0 25.5  3.0 2.2 5.1 .091  1.1 -2.1 -1.0 0.7 
Mark Acres TOT 30 18 269 8.9 .571 .041 .327 10.8 17.4 14.0 2.5 0.5 1.4 18.8 11.0  0.1 0.2 0.3 .056  -3.5 -1.3 -4.9 -0.2 
Michael Adams WSB 30 70 2499 15.6 .543 .255 .333 2.3 8.6 5.4 30.6 2.0 0.1 15.5 19.2  3.3 1.2 4.6 .088  1.6 -1.6 -0.1 1.2 
Rafael Addison NJN 28 68 1164 8.4 .484 .083 .170 4.2 8.2 6.2 6.8 1.0 0.6 12.7 18.2  -0.1 1.0 0.9 .038  -3.4 -1.2 -4.6 -0.8 
Mark Aguirre DET 33 51 1056 13.7 .525 .197 .306 4.3 12.0 8.0 15.3 0.8 0.4 12.4 22.2  1.1 0.7 1.8 .082  -0.3 -1.3 -1.5 0.1 
Danny Ainge PHO 33 80 2163 14.3 .596 .510 .199 2.6 8.3 5.5 16.5 1.5 0.2 12.5 17.3  4.5 1.8 6.2 .139  3.0 -1.3 1.6 2.0 
Victor Alexander GSW 23 72 1753 14.3 .548 .033 .243 8.4 18.4 13.4 7.8 0.9 1.9 14.0 20.0  1.6 1.4 3.0 .083  -1.2 -0.5 -1.8 0.1 
Eric Anderson NYK 22 16 44 11.3 .443 .000 .722 15.6 19.6 17.7 9.9 3.5 1.5 17.4 28.2  0.0 0.1 0.1 .091  -4.5 2.2 -2.3 0.0 
Kenny Anderson NJN 22 55 2010 16.6 .487 .029 .273 2.8 9.5 6.1 34.7 2.4 0.3 13.8 23.1  1.9 2.5 4.4 .106  1.2 0.2 1.4 1.7 
Nick Anderson ORL 25 79 2920 17.3 .524 .188 .304 5.0 13.0 9.2 14.7 2.2 1.2 9.9 24.5  4.0 3.7 7.7 .126  1.7 1.0 2.7 3.5 
Ron Anderson PHI 34 69 1263 11.8 .481 .221 .164 5.3 10.4 7.9 11.7 1.2 0.2 9.7 21.6  0.0 0.5 0.5 .019  -1.7 -2.6 -4.3 -0.7 
Willie Anderson SAS 26 38 560 8.7 .461 .043 .151 1.5 9.8 5.8 20.4 1.3 0.7 18.2 19.0  -0.6 0.5 -0.1 -0.007  -4.2 -1.0 -5.2 -0.5 
Greg Anthony NYK 25 70 1699 13.7 .469 .072 .379 2.8 8.1 5.6 33.3 3.4 0.5 17.5 15.1  1.0 3.6 4.6 .131  -1.3 2.3 1.1 1.3 
B.J. Armstrong CHI 25 82 2492 14.7 .570 .170 .185 1.2 5.8 3.4 18.6 1.4 0.2 8.6 16.8  5.7 1.7 7.5 .144  1.3 -2.2 -0.9 0.7 
Vincent Askew TOT 26 73 1129 13.1 .549 .019 .482 6.3 10.4 8.3 14.6 1.8 1.1 15.6 16.5  1.5 1.2 2.7 .114  -0.5 0.1 -0.4 0.5 
Keith Askins MIA 25 69 935 9.3 .492 .305 .188 8.9 15.5 12.1 4.8 1.7 2.1 13.8 12.4  0.4 1.0 1.4 .072  -2.1 0.8 -1.3 0.2 
