New York Knicks,.634
Philadelphia 76ers,.561
Boston Celtics,.512
Washington Bullets,.488
New Jersey Nets,.317
Charlotte Hornets,.244
Detroit Pistons,.768
Cleveland Cavaliers,.695
Atlanta Hawks,.634
Milwaukee Bucks,.598
Chicago Bulls,.573
Indiana Pacers,.341
Utah Jazz,.622
Houston Rockets,.549
Denver Nuggets,.537
Dallas Mavericks,.463
San Antonio Spurs,.256
Miami Heat,.183
Los Angeles Lakers,.695
Phoenix Suns,.671
Seattle SuperSonics,.573
Golden State Warriors,.524
Portland Trail Blazers,.476
Sacramento Kings,.329
Los Angeles Clippers,.256
