Shareef Abdur-Rahim POR 28 54 1867 18.7 .581 .058 .379 7.9 16.0 12.1 10.7 1.4 1.0 13.0 22.1  3.9 1.5 5.4 .139  1.4 -0.5 0.8 1.3 
Cory Alexander CHA 31 16 201 8.8 .451 .388 .245 4.3 12.6 8.2 27.7 2.3 0.4 25.9 16.2  -0.2 0.2 0.0 .002  -2.9 -0.5 -3.4 -0.1 
Malik Allen TOT 26 36 519 14.2 .512 .000 .158 9.0 13.3 11.0 5.7 0.9 3.2 8.7 18.1  0.6 0.5 1.1 .100  -2.0 -0.3 -2.3 0.0 
Ray Allen* SEA 29 78 3064 20.9 .555 .372 .286 3.2 10.7 6.9 18.1 1.5 0.1 9.2 28.0  9.7 1.0 10.7 .168  5.6 -1.9 3.7 4.4 
Tony Allen BOS 23 77 1262 14.7 .542 .080 .393 8.0 12.3 10.2 8.2 3.1 1.4 14.5 18.9  1.2 1.6 2.7 .103  -0.7 0.6 -0.1 0.6 
Rafer Alston TOR 28 80 2717 16.5 .522 .399 .265 1.7 10.1 5.8 31.7 2.2 0.2 13.5 21.2  3.8 1.7 5.5 .098  2.6 -1.2 1.5 2.4 
Chris Andersen NOH 26 67 1430 18.5 .581 .008 .531 10.9 23.6 17.0 9.1 0.5 5.6 12.7 16.4  2.7 1.8 4.5 .152  -1.1 2.4 1.2 1.2 
Derek Anderson POR 30 47 1239 11.7 .503 .386 .223 2.4 9.2 6.0 18.9 1.6 0.2 14.0 18.5  0.7 0.6 1.3 .052  -0.3 -1.8 -2.1 0.0 
Kenny Anderson TOT 34 43 743 10.1 .467 .065 .184 3.6 10.5 6.9 22.2 2.3 0.0 18.4 16.1  -0.1 0.3 0.2 .011  -2.9 -1.5 -4.4 -0.4 
Shandon Anderson TOT 31 66 1171 9.0 .518 .134 .304 4.3 14.4 9.5 8.7 1.8 0.9 16.9 11.8  0.5 1.6 2.1 .085  -2.5 1.4 -1.0 0.3 
