Shareef Abdur-Rahim SAC 29 72 1961 17.2 .588 .035 .440 6.4 14.8 10.6 13.2 1.3 1.6 12.5 20.1  4.0 2.2 6.2 .152  0.4 0.4 0.9 1.4 
Alex Acker DET 23 5 35 -2.4 .281 .313 .000 3.4 13.7 8.5 17.9 1.6 0.0 20.0 27.2  -0.2 0.0 -0.2 -0.230  -10.4 -1.9 -12.3 -0.1 
Malik Allen CHI 27 54 701 11.5 .504 .004 .154 7.2 15.7 11.5 4.9 1.0 1.8 11.4 19.2  0.0 1.0 1.0 .068  -3.9 0.0 -3.9 -0.3 
Ray Allen* SEA 30 78 3022 22.2 .590 .435 .239 2.8 10.6 6.6 17.2 1.8 0.4 10.2 27.4  9.8 -0.3 9.5 .150  6.7 -3.1 3.6 4.2 
Tony Allen BOS 24 51 978 12.9 .554 .124 .489 4.1 9.6 6.9 11.2 2.7 1.4 16.8 18.8  0.6 1.0 1.7 .082  -1.6 0.2 -1.4 0.2 
Rafer Alston HOU 29 63 2431 12.6 .475 .423 .194 1.8 10.4 6.1 30.8 2.3 0.5 16.4 18.8  0.2 3.1 3.4 .067  0.1 0.7 0.8 1.7 
Chris Andersen NOK 27 32 570 14.1 .562 .000 1.051 12.4 20.2 16.2 1.7 0.8 5.9 15.4 13.9  0.6 0.7 1.3 .112  -2.8 1.3 -1.5 0.1 
Alan Anderson CHA 23 36 564 10.4 .520 .320 .227 4.4 10.3 7.2 9.3 1.0 0.6 13.9 18.2  0.2 0.3 0.4 .037  -1.9 -1.8 -3.7 -0.2 
Derek Anderson TOT 31 43 1047 10.8 .496 .442 .366 2.4 13.3 8.0 15.7 1.2 0.5 13.3 18.2  0.5 1.1 1.6 .074  -1.2 -0.4 -1.5 0.1 
Shandon Anderson MIA 32 48 638 6.2 .470 .151 .143 3.5 11.1 7.5 6.9 1.4 0.7 15.2 11.4  -0.1 0.7 0.5 .039  -3.7 0.4 -3.3 -0.2 
Martynas Andriuskevicius CLE 19 6 9 15.5 .000 .000 .000 13.0 39.8 26.3 0.0 11.9 0.0 0.0 5.1  0.0 0.0 0.0 .155  -6.8 6.8 0.1 0.0 
Carmelo Anthony DEN 21 80 2941 22.0 .563 .097 .451 4.9 10.7 7.8 14.3 1.5 1.1 10.4 32.0  6.8 2.6 9.4 .153  3.0 -1.6 1.5 2.6 
Rafael Araujo TOR 25 52 601 4.5 .385 .007 .193 8.4 21.5 14.6 3.7 2.1 0.8 21.1 15.3  -1.2 0.4 -0.8 -0.066  -6.9 -0.6 -7.5 -0.8 
Gilbert Arenas WAS 24 80 3384 23.8 .581 .324 .479 2.0 7.8 4.8 27.0 2.5 0.6 12.8 30.5  11.0 2.6 13.6 .193  6.9 -1.4 5.5 6.4 
Trevor Ariza TOT 20 57 999 11.8 .468 .022 .562 9.6 17.1 13.3 9.8 3.0 0.9 18.0 15.8  -0.1 1.0 0.9 .043  -2.1 1.5 -0.6 0.4 
Darrell Armstrong DAL 37 62 622 7.3 .444 .375 .328 3.6 12.0 7.8 20.6 2.4 0.4 28.4 15.4  -0.7 0.7 0.0 .003  -3.1 0.2 -2.9 -0.1 
Carlos Arroyo TOT 26 77 1194 15.6 .512 .053 .362 3.3 9.8 6.6 31.6 1.7 0.2 15.9 20.7  1.6 1.1 2.7 .107  -0.6 -1.7 -2.3 -0.1 
Chucky Atkins TOT 31 71 1713 12.9 .526 .478 .284 1.6 6.8 4.2 20.0 1.4 0.1 11.9 20.2  2.1 1.4 3.6 .100  0.9 -2.4 -1.6 0.2 
Stacey Augmon ORL 37 36 385 7.6 .412 .000 .411 5.9 10.9 8.5 9.0 1.7 1.2 11.3 12.0  0.0 0.3 0.3 .033  -3.5 0.4 -3.1 -0.1 
Vin Baker LAC 34 8 85 11.2 .589 .000 1.200 2.9 22.2 13.0 7.0 2.5 3.5 28.2 17.4  0.0 0.2 0.1 .072  -5.7 2.8 -2.8 0.0 
Marcus Banks TOT 24 58 1497 13.6 .543 .135 .314 1.9 8.8 5.4 25.3 1.9 0.6 18.3 20.6  0.9 1.4 2.3 .074  -0.7 -0.9 -1.6 0.1 
Leandro Barbosa PHO 23 57 1592 15.1 .589 .346 .259 2.2 8.1 5.2 14.4 1.5 0.3 12.3 20.3  2.6 1.2 3.8 .115  1.5 -1.1 0.3 0.9 
Matt Barnes TOT 25 56 631 10.7 .545 .107 .336 8.9 13.7 11.3 7.0 1.6 0.8 15.7 13.8  0.5 0.4 1.0 .075  -1.9 -0.9 -2.8 -0.1 
Andre Barrett TOT 23 19 282 11.3 .398 .135 .115 3.7 7.1 5.4 29.5 1.9 0.0 12.1 20.3  -0.1 0.0 -0.1 -0.019  -2.5 -3.2 -5.7 -0.3 
Earl Barron MIA 24 8 45 -2.8 .366 .000 .250 5.5 20.1 13.1 0.0 0.0 0.0 22.0 23.4  -0.2 0.0 -0.2 -0.167  -13.9 -6.4 -20.4 -0.2 
Brent Barry SAS 34 74 1259 14.8 .581 .586 .171 2.8 11.9 7.5 15.5 1.7 1.5 12.3 16.0  2.1 2.2 4.3 .162  1.5 1.2 2.7 1.5 
Jon Barry HOU 36 20 342 8.5 .553 .492 .446 0.3 10.1 5.3 12.5 2.1 0.2 22.1 13.9  0.0 0.4 0.4 .055  -3.2 0.3 -2.8 -0.1 
Eddie Basden CHI 22 19 141 10.3 .471 .189 .270 5.7 17.0 11.4 8.8 3.3 1.1 17.9 16.1  -0.1 0.3 0.2 .065  -4.0 2.7 -1.4 0.0 
Brandon Bass NOK 20 29 268 9.1 .434 .000 .271 7.8 22.8 15.1 1.8 0.6 2.2 12.3 15.6  -0.2 0.3 0.1 .013  -6.6 -1.5 -8.2 -0.4 
Esteban Batista ATL 22 57 495 7.1 .489 .013 .663 14.4 20.7 17.5 2.1 1.6 1.7 26.9 13.0  -0.2 0.3 0.1 .011  -4.9 -1.7 -6.6 -0.6 
Tony Battie ORL 29 82 2215 12.2 .531 .011 .243 8.3 16.9 12.7 3.7 1.1 2.5 12.6 14.9  1.7 2.2 3.8 .083  -1.8 0.5 -1.3 0.4 
Shane Battier MEM 27 81 2839 14.7 .574 .266 .335 7.1 11.2 9.2 8.2 1.8 3.2 11.2 13.7  4.6 4.5 9.1 .153  0.9 3.1 4.0 4.3 
Lonny Baxter TOT 27 41 400 11.9 .494 .000 .337 13.2 21.3 17.1 1.7 1.5 1.6 14.3 16.2  0.1 0.6 0.7 .088  -4.8 -1.1 -5.9 -0.4 
Charlie Bell MIL 26 59 1283 14.7 .550 .410 .217 1.9 9.3 5.6 16.6 2.4 0.3 8.4 17.5  2.2 1.1 3.3 .123  1.6 -0.7 0.9 0.9 
Raja Bell PHO 29 79 2959 12.9 .584 .480 .157 1.7 7.7 4.7 9.8 1.3 0.5 8.2 16.4  4.7 2.1 6.8 .110  2.1 -0.3 1.8 2.8 
Jonathan Bender IND 25 2 21 26.4 .850 .000 .400 0.0 21.3 11.0 18.5 0.0 3.5 0.0 13.0  0.1 0.0 0.2 .359  3.7 1.1 4.8 0.0 
Mike Bibby SAC 27 82 3167 17.9 .554 .360 .292 1.1 7.7 4.4 25.2 1.4 0.2 11.3 25.4  6.0 2.4 8.4 .127  3.2 -2.3 1.0 2.4 
Andris Biedrins GSW 19 68 1000 13.6 .595 .000 .389 13.5 18.2 15.8 3.9 1.2 3.5 13.6 11.2  1.6 1.3 2.9 .137  -1.5 1.7 0.2 0.6 
Chauncey Billups DET 29 81 2925 23.4 .602 .420 .514 1.6 8.7 5.1 39.3 1.3 0.2 12.0 22.9  12.7 2.8 15.5 .254  6.9 -2.2 4.7 4.9 
Steve Blake POR 25 68 1781 14.5 .549 .391 .194 1.7 8.2 4.9 29.0 1.3 0.2 14.0 15.8  3.0 -0.2 2.8 .076  1.5 -3.2 -1.7 0.1 
Andray Blatche WAS 19 29 175 10.1 .450 .194 .179 7.7 17.8 12.6 9.5 1.5 3.1 14.2 21.5  -0.1 0.2 0.1 .026  -4.0 -0.4 -4.4 -0.1 
Mark Blount TOT 30 81 2240 12.1 .549 .000 .302 5.3 14.2 9.8 7.8 1.0 2.6 18.9 21.4  -0.5 2.3 1.7 .037  -3.5 -0.1 -3.6 -0.9 
Keith Bogans TOT 25 72 1912 10.7 .497 .368 .342 3.3 12.4 7.8 11.2 2.0 0.4 12.6 17.2  0.3 2.0 2.3 .058  -1.4 0.3 -1.1 0.4 
Andrew Bogut MIL 21 82 2348 15.2 .555 .005 .320 9.4 19.8 14.5 13.4 1.1 2.3 15.3 15.9  3.1 2.4 5.5 .113  -0.2 2.0 1.8 2.3 
Matt Bonner TOR 25 78 1710 13.7 .582 .520 .163 5.9 14.8 10.2 5.2 1.5 1.4 6.0 14.4  3.5 0.5 4.1 .114  1.9 -1.2 0.7 1.2 
Calvin Booth WAS 29 33 250 8.9 .451 .043 .191 8.6 15.8 12.1 7.2 1.9 2.8 13.6 10.5  0.1 0.3 0.4 .070  -3.1 1.8 -1.4 0.0 
Carlos Boozer UTA 24 33 1025 21.4 .585 .000 .343 8.6 25.3 16.9 18.0 1.6 0.6 13.1 23.9  2.2 1.3 3.5 .162  2.2 0.4 2.6 1.2 
Chris Bosh TOR 21 70 2751 23.2 .585 .012 .534 8.7 20.6 14.4 11.8 1.0 2.3 10.5 25.2  8.7 1.1 9.8 .170  2.8 -0.3 2.5 3.1 
Bruce Bowen SAS 34 82 2755 9.1 .540 .457 .157 1.5 11.9 6.9 6.8 1.6 0.8 10.5 11.1  1.7 4.5 6.2 .108  -0.6 2.6 1.9 2.7 
Ryan Bowen HOU 30 68 652 4.0 .338 .177 .113 5.7 10.1 7.9 5.9 1.8 0.8 9.1 10.5  -0.6 0.8 0.2 .012  -5.6 1.2 -4.4 -0.4 
Earl Boykins DEN 29 60 1542 15.7 .513 .271 .263 1.6 4.5 3.1 25.0 1.6 0.2 10.1 23.8  2.0 0.9 2.9 .090  1.1 -3.2 -2.1 0.0 
Michael Bradley PHI 26 46 367 8.4 .417 .063 .038 12.7 21.4 17.1 6.9 0.7 1.4 19.1 12.3  -0.2 0.3 0.1 .019  -4.7 -0.7 -5.4 -0.3 
Elton Brand LAC 26 79 3099 26.5 .580 .002 .396 9.3 19.9 14.8 13.1 1.4 4.9 9.3 27.7  9.3 5.5 14.8 .229  3.6 2.6 6.3 6.5 
Primoz Brezec CHA 26 79 2165 15.3 .552 .003 .283 9.1 14.8 11.8 3.7 0.5 1.1 8.7 20.0  3.4 1.2 4.6 .102  -0.9 -2.0 -2.9 -0.5 
Devin Brown UTA 27 81 1711 10.3 .493 .224 .402 5.1 9.6 7.3 10.7 1.4 0.7 13.8 19.5  0.4 1.1 1.4 .041  -1.9 -1.7 -3.7 -0.7 
Kwame Brown LAL 23 72 1978 11.7 .545 .003 .606 10.8 17.3 14.1 5.6 0.7 1.8 16.9 13.6  1.7 1.9 3.6 .088  -2.0 0.3 -1.7 0.2 
P.J. Brown NOK 36 75 2380 12.7 .515 .000 .288 8.9 18.8 13.7 6.3 1.0 1.7 12.0 14.7  2.1 2.3 4.4 .088  -1.5 1.1 -0.3 1.0 
Rick Brunson TOT 33 27 246 6.3 .455 .241 .222 0.5 9.9 5.3 23.4 1.8 0.3 27.1 15.6  -0.4 0.2 -0.1 -0.025  -5.9 -1.0 -7.0 -0.3 
Kobe Bryant LAL 27 80 3277 28.0 .559 .238 .377 2.6 12.7 7.6 24.1 2.4 0.7 9.0 38.7  11.6 3.7 15.3 .224  7.3 -1.5 5.8 6.5 
Greg Buckner DEN 29 73 1758 11.4 .556 .583 .132 2.1 11.7 6.9 10.8 2.5 0.9 10.5 12.6  1.7 2.0 3.8 .103  0.6 1.1 1.7 1.6 
Pat Burke PHO 32 42 346 9.9 .517 .055 .165 6.9 16.3 11.7 6.8 0.9 2.6 19.5 21.9  -0.3 0.4 0.1 .009  -5.4 -0.4 -5.9 -0.3 
Antonio Burks MEM 25 57 570 5.1 .367 .042 .160 0.9 7.0 3.9 22.1 2.0 0.0 18.9 16.2  -1.1 0.7 -0.4 -0.033  -6.9 -1.3 -8.2 -0.9 
Kevin Burleson CHA 26 39 340 5.1 .367 .614 .193 1.3 8.0 4.4 20.8 3.9 0.5 20.8 15.7  -0.6 0.4 -0.2 -0.032  -4.3 0.0 -4.3 -0.2 
Caron Butler WAS 25 75 2708 17.0 .535 .110 .306 4.8 15.6 10.0 12.1 2.4 0.5 12.4 23.2  3.5 2.8 6.3 .112  0.5 0.3 0.8 1.9 
Jackie Butler NYK 20 55 740 14.8 .587 .000 .358 10.9 19.3 15.0 6.1 1.2 3.4 19.9 19.0  0.7 0.6 1.2 .078  -1.6 0.0 -1.6 0.1 
Rasual Butler NOK 26 79 1875 10.8 .501 .382 .180 3.2 11.8 7.4 3.7 0.9 2.0 8.7 18.6  0.4 1.3 1.7 .045  -1.6 -1.3 -2.9 -0.4 
Andrew Bynum LAL 18 46 338 7.4 .394 .000 .329 11.9 16.0 13.9 4.1 0.6 5.0 15.3 15.0  -0.4 0.4 0.1 .007  -6.3 0.5 -5.8 -0.3 
Will Bynum GSW 23 15 162 8.7 .457 .173 .308 2.0 6.3 4.1 19.2 2.2 0.0 19.2 20.1  -0.2 0.1 -0.1 -0.021  -4.8 -1.8 -6.6 -0.2 
Zarko Cabarkapa GSW 24 61 505 9.9 .472 .115 .483 8.0 16.7 12.3 6.5 1.3 1.0 14.2 21.7  -0.2 0.5 0.3 .031  -4.8 -1.4 -6.3 -0.5 
Jose Calderon TOR 24 64 1487 11.4 .495 .138 .295 2.4 9.5 5.8 29.1 1.5 0.2 22.3 14.1  0.9 0.0 0.9 .029  -1.8 -2.1 -3.9 -0.7 
Marcus Camby DEN 31 56 1857 19.9 .499 .017 .240 8.4 33.3 21.0 10.2 2.2 7.5 11.4 19.5  1.0 4.5 5.5 .141  -2.2 6.0 3.8 2.7 
Brian Cardinal MEM 28 36 402 10.0 .505 .261 .243 3.4 13.1 8.3 14.2 3.2 0.0 18.0 18.1  -0.1 0.7 0.6 .074  -2.8 0.9 -1.9 0.0 
