New Jersey Nets,.598
Philadelphia 76ers,.585
Boston Celtics,.537
Orlando Magic,.512
Washington Wizards,.451
New York Knicks,.451
Miami Heat,.305
Detroit Pistons,.610
Indiana Pacers,.585
New Orleans Hornets,.573
Milwaukee Bucks,.512
Atlanta Hawks,.427
Chicago Bulls,.366
Toronto Raptors,.293
Cleveland Cavaliers,.207
San Antonio Spurs,.732
Dallas Mavericks,.732
Minnesota Timberwolves,.622
Utah Jazz,.573
Houston Rockets,.524
Memphis Grizzlies,.341
Denver Nuggets,.207
Sacramento Kings,.720
Los Angeles Lakers,.610
Portland Trail Blazers,.610
Phoenix Suns,.537
Seattle SuperSonics,.488
Golden State Warriors,.463
Los Angeles Clippers,.329
