Kareem Abdul-Jabbar* LAL 41 74 1695 12.9 .511 .005 .250 7.3 14.2 11.0 6.1 1.1 2.9 11.5 20.1  0.9 2.0 2.9 .082  -2.3 0.0 -2.3 -0.1 
Mark Acres BOS 26 62 632 8.2 .507 .009 .421 10.9 15.6 13.3 3.7 1.5 0.6 14.5 10.4  0.4 0.5 0.9 .066  -2.1 -0.4 -2.5 -0.1 
Michael Adams DEN 26 77 2787 17.5 .567 .431 .363 2.5 8.3 5.2 22.2 2.7 0.2 12.5 19.7  5.4 2.9 8.3 .143  3.8 -0.6 3.2 3.7 
Mark Aguirre TOT 29 80 2597 16.4 .524 .137 .309 6.4 10.0 8.3 17.9 0.9 0.8 12.6 27.4  2.4 2.1 4.5 .082  1.7 -1.2 0.5 1.7 
Danny Ainge TOT 29 73 2377 18.0 .554 .290 .228 3.3 8.7 6.0 25.3 1.9 0.2 11.1 22.6  5.2 1.4 6.7 .135  4.0 -1.6 2.3 2.6 
Mark Alarie WSB 25 74 1141 13.3 .531 .088 .202 9.5 15.2 12.2 7.8 1.0 1.1 11.7 18.7  1.2 1.0 2.2 .093  -0.7 -1.0 -1.8 0.1 
Steve Alford TOT 24 66 906 11.9 .522 .170 .188 1.1 6.8 4.0 13.2 2.2 0.2 11.4 16.6  0.7 0.7 1.4 .072  -1.7 -1.8 -3.5 -0.3 
Randy Allen SAC 24 7 43 6.9 .428 .053 .105 7.4 10.2 8.7 0.0 1.1 1.3 9.1 20.9  -0.1 0.0 0.0 -0.035  -7.1 -5.2 -12.4 -0.1 
Greg Anderson SAS 24 82 2401 14.9 .516 .003 .441 11.2 20.2 15.5 3.7 2.0 2.6 14.2 20.6  0.4 3.1 3.4 .069  -2.4 -0.1 -2.5 -0.3 
Michael Anderson SAS 22 36 730 10.5 .483 .040 .469 6.3 7.1 6.7 26.9 2.8 0.2 28.5 15.7  -0.5 0.6 0.2 .010  -3.0 -0.4 -3.4 -0.3 
Richard Anderson POR 28 72 1082 12.0 .509 .405 .109 6.0 17.5 11.6 11.4 1.9 0.6 12.9 14.9  0.9 1.2 2.1 .093  -0.7 0.0 -0.7 0.4 
