New Jersey Nets,.573
Miami Heat,.512
New York Knicks,.476
Boston Celtics,.439
Philadelphia 76ers,.402
Washington Wizards,.305
Orlando Magic,.256
Indiana Pacers,.744
Detroit Pistons,.659
New Orleans Hornets,.500
Milwaukee Bucks,.500
Cleveland Cavaliers,.427
Toronto Raptors,.402
Atlanta Hawks,.341
Chicago Bulls,.280
Minnesota Timberwolves,.707
San Antonio Spurs,.695
Dallas Mavericks,.634
Memphis Grizzlies,.610
Houston Rockets,.549
Denver Nuggets,.524
Utah Jazz,.512
Los Angeles Lakers,.683
Sacramento Kings,.671
Portland Trail Blazers,.500
Golden State Warriors,.451
Seattle SuperSonics,.451
Phoenix Suns,.354
Los Angeles Clippers,.341
